10,13.572171478098539902660177345156343756250416694446282,14.005867057803853590239349289952663510900726715114337
12,8.5413027535169011267417827855190346023068204546969808,23.200213347556503766917794519634642309487299153276874
14,7.3269551303420228015201013400893392892859523968264501,28.92499499966664444296286419094606307087139142609502
16,6.5463030868724581638775918394559637309153943596239738,35.777385159010600706713780918727915194346289752650149
18,6.0258683912260817387825855057003800253350223348223086,43.670644709647309820654710314020934728981932128808524
20,5.5921728115207680512034135609040602706847123141542757,52.691512767517834522301486765784385625708380558703882
22,5.2452163477565171011400760050670044669644642976198323,62.666511100740049336622441496099739982665511034068917
24,5.0717381158743916261084072271484765651043402893526105,73.682378825255017001133408893926261750783385559037283
26,4.8115207680512034135609040602706847123141542769517993,85.739115941062737515834388959263950930062004133608808
28,4.6380425361690779385292352823521568104540302686845776,98.749983332222148143209547303153543569571304753650351
30,4.4645643042869524634975665044336289085939062604173559,112.80172011467431162077471831455430362024134942329471
32,4.377825188345889725981732115474364957663844256283745,127.89432628841922794852990199346623108207213814254292
34,4.2043469564637642509500633375558370558037202480165233,144.02780185345689712647509833988932595506367091139428
36,4.1176078405227015134342289485965731048736582438829125,161.20214680978731915461030735382358823921594772984846
38,4.030868724581638775918394559637309153943596239749323,179.33062204146943129541969464630975398359890659377266
40,3.9441296086405760384025601706780452030135342356157014,198.58670578038535902393492899526635109007267151143384
42,3.8573904926995133008867257817187812520834722314821013,218.88365891059403960264017601173411560770718047869819
44,3.7706513767584505633708913927595173011534102273484904,240.13474231615441029401960130675378358557237149143255
46,3.6839122608173878258550570038002533502233482232148795,262.51343422894859657310487365824388292552836855790389
48,3.6839122608173878258550570038002533502233482232148795,285.93299553303553570238015867724514967664510967397771
50,3.5971731448763250883392226148409893992932862190812687,310.39342622841522768184545636375758383892259483965606
52,3.5104340289352623508233882258817254483632242149476578,335.8947263150876725115007667177811854123608240549362
54,3.5104340289352623508233882258817254483632242149476578,362.43689579305287019134608973931595439695979731982087
56,3.423694912994199613307553836922461497433162210814047,390.01993466231082072138142542836189079271951463430869
58,3.423694912994199613307553836922461497433162210814047,418.7305820388025868391226081738782585505700380025335
60,3.3369557970531368757917194479631975465031002066804468,448.48209880658710580705380358690579371958130542036147
62,3.3369557970531368757917194479631975465031002066804468,479.36122408160544036269084605640376025068337889192642
64,3.2502166811120741382758850590039335955730382025468359,511.19447963197546503100206680445363024201613440896071
66,3.2502166811120741382758850590039335955730382025468359,544.15534368957930528701913460897393159543969597973198
68,3.1634775651710114007600506700446696446429761984132251,578.24381625441696113074204946996466431095406360423887
70,3.1634775651710114007600506700446696446429761984132251,613.37315821054736982465497699846656443762917527835165
72,3.1634775651710114007600506700446696446429761984132251,649.5433695579705313687579171944796319754650310020676
74,3.0767384492299486632442162810854056937129141942796142,686.84118941262750850056670444696313087539169277951915
76,3.0767384492299486632442162810854056937129141942796142,725.17987865857723848256550436695779718647909860657387
78,3.0767384492299486632442162810854056937129141942796142,764.6461764117607840522701513434228948596573104873642
80,2.9899993332888859257283818921261417427828521901460034,805.15334355623708247216481098739915994399626641776043
82,2.9899993332888859257283818921261417427828521901460034,846.78811920794719647976531768784585639042602840189228
84,2.9899993332888859257283818921261417427828521901460034,889.55050336689112607507167144476298419894659643976248
86,2.9032602173478231882125475031668777918527901860124032,933.35375691712780852056803786919127941862790852723583
88,2.9032602173478231882125475031668777918527901860124032,978.19787985865724381625441696113074204946996466430961
90,2.9032602173478231882125475031668777918527901860124032,1024.2563504233615574371624774984998999933328888592569
92,2.9032602173478231882125475031668777918527901860124032,1071.3556903793586239082605507033802253483565571038074
94,2.8165211014067604506967131142076138409227281818787923,1119.4958997266484432295486365757717181145409693979583
96,2.8165211014067604506967131142076138409227281818787923,1168.85045669711314087605840389359290619374624974998
98,2.8165211014067604506967131142076138409227281818787923,1219.2458830588705913727581838789252616841122741516076
100,2.8165211014067604506967131142076138409227281818787923,1270.7689179278618574571638109207280485365691046069709
