'10','0.066671344308688137593568809893331792857864834320158','0.14945134915058059314577633965769733240255663966943','0.21908636251598204399553493422816319245877187052268','0.2692667193099963550912269215694693528597599384609','0.29552422471475287017389299465133832942104671702685','0.2955242247147528701738929946513383294210467170269','0.2692667193099963550912269215694693528597599384609','0.2190863625159820439955349342281631924587718705227','0.14945134915058059314577633965769733240255663966943','0.06667134430868813759356880989333179285786483432016',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12','0.04717533638651182719461596148501706031702907399485','0.10693932599531843096025471819399622421457017347033','0.16007832854334622633465252954335907187201173049086','0.2031674267230659217490644558097983765065181472746','0.2334925365383548087608498989248780562594099721998','0.24914704581340278500056243604295121083046090256962','0.2491470458134027850005624360429512108304609025696','0.2334925365383548087608498989248780562594099721998','0.2031674267230659217490644558097983765065181472746','0.1600783285433462263346525295433590718720117304909','0.1069393259953184309602547181939962242145701734703','0.04717533638651182719461596148501706031702907399485',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14','0.035119460331751863031832876138191780619705609277127','0.08015808715976020980563327706285430958369778539459','0.1215185706879031846894148090724766259566693456901','0.15720316715819353456960193862384215660566803733732','0.1855383974779378137417165901251570362489226029373','0.20519846372129560396592406566121805571033906130942','0.21526385346315779019587644331626003527499755805413','0.2152638534631577901958764433162600352749975580541','0.2051984637212956039659240656612180557103390613094','0.1855383974779378137417165901251570362489226029373','0.1572031671581935345696019386238421566056680373373','0.12151857068790318468941480907247662595666934569008','0.08015808715976020980563327706285430958369778539459','0.0351194603317518630318328761381917806197056092771',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16','0.02715245941175409485178057245601810351226737556676','0.06225352393864789286284383699437769427498650835291','0.09515851168249278480992510760224622635526350318371','0.1246289712555338720524762821920164201448868592222','0.14959598881657673208150173054747854897049106820784','0.16915651939500253818931207903035996221163947341603','0.1826034150449235888667636679692199393835562236546','0.1894506104550684962853967232082831051469089883959','0.1894506104550684962853967232082831051469089883959','0.18260341504492358886676366796921993938355622365465','0.16915651939500253818931207903035996221163947341603','0.1495959888165767320815017305474785489704910682078','0.1246289712555338720524762821920164201448868592222','0.0951585116824927848099251076022462263552635031837','0.0622535239386478928628438369943776942749865083529','0.02715245941175409485178057245601810351226737556676',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'18','0.02161601352648331031334271026645246938768523147559','0.04971454889496979645333494620263864168086624612891','0.076425730254889056529129677616636525605317906208358','0.10094204410628716556281398492483460706280113888768','0.12255520671147846018451912680020155522816389733344','0.14064291467065065120473130375194722809550241033097','0.15468467512626524492541800383637477219321839626735','0.16427648374583272298605377646592759041233895399735','0.1691423829631435918406564701349866103341058193703','0.1691423829631435918406564701349866103341058193703','0.16427648374583272298605377646592759041233895399735','0.1546846751262652449254180038363747721932183962674','0.140642914670650651204731303751947228095502410331','0.1225552067114784601845191268002015552281638973334','0.10094204410628716556281398492483460706280113888768','0.07642573025488905652912967761663652560531790620836','0.0497145488949697964533349462026386416808662461289','0.02161601352648331031334271026645246938768523147559',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20','0.01761400713915211831186196235185281636214310554334','0.04060142980038694133103995227493210987909063998995','0.06267204833410906356950653518704160635160107657844','0.08327674157670474872475814322204620610017782858316','0.10193011981724043503675013548034987616669165602339','0.11819453196151841731237737771138228700504121954897','0.13168863844917662689849449974816313491611051114698','0.14209610931838205132929832506716493303451541339202','0.1491729864726037467878287370019694366926799040814','0.1527533871307258506980843319550975934919486451124','0.15275338713072585069808433195509759349194864511238','0.14917298647260374678782873700196943669267990408137','0.14209610931838205132929832506716493303451541339202','0.131688638449176626898494499748163134916110511147','0.11819453196151841731237737771138228700504121954897','0.10193011981724043503675013548034987616669165602339','0.0832767415767047487247581432220462061001778285832','0.06267204833410906356950653518704160635160107657844','0.04060142980038694133103995227493210987909063999','0.017614007139152118311861962351852816362143105543337',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22','0.01462799529827220068499109804718544519021194912432','0.033774901584814154793302246865912901349169314474475','0.05229333515268328594031205127321125611215009356924','0.0697964684245204880949614189302176573987750529551','0.08594160621706772741444368137270286618914440534908','0.1004141444428809649320788378305362823508110887677','0.112932296080539218393400607421784319114263332121','0.12325237681051242428556098615481447195944499900497','0.13117350478706237073296499253030744587574189418803','0.13654149834601517135257383123151739658636765298869','0.13925187285563199337541024834180995787392021745743','0.13925187285563199337541024834180995787392021745743','0.1365414983460151713525738312315173965863676529887','0.131173504787062370732964992530307445875741894188','0.123252376810512424285560986154814471959444999005','0.112932296080539218393400607421784319114263332121','0.1004141444428809649320788378305362823508110887677','0.08594160621706772741444368137270286618914440534908','0.06979646842452048809496141893021765739877505295508','0.05229333515268328594031205127321125611215009356924','0.033774901584814154793302246865912901349169314474475','0.01462799529827220068499109804718544519021194912432',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24','0.01234122979998719954680566707003729157591004089137','0.02853138862893366318130781595187828644919779793191','0.044277438817419806168602748211338228859312841833858','0.05929858491543678074636775850010858454120012656521','0.0733464814110803057340336152531165181193365098485','0.08619016153195327591718520298374266718508058823793','0.09761865210411388826988066446424715442791896885369','0.1074442701159656347825773424466062227946286901342','0.1155056680537256013533444839067835598622703113765','0.12167047292780339120446315347626242560702955920381','0.1258374563468282961213753825111836887264033255813','0.12793819534675215697405616522469537185171123954167','0.12793819534675215697405616522469537185171123954167','0.1258374563468282961213753825111836887264033255813','0.12167047292780339120446315347626242560702955920381','0.1155056680537256013533444839067835598622703113765','0.10744427011596563478257734244660622279462869013422','0.09761865210411388826988066446424715442791896885369','0.08619016153195327591718520298374266718508058823793','0.0733464814110803057340336152531165181193365098485','0.05929858491543678074636775850010858454120012656521','0.04427743881741980616860274821133822885931284183386','0.0285313886289336631813078159518782864491977979319','0.01234122979998719954680566707003729157591004089137',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'26','0.01055137261734300715565118768525197790434573717969','0.02441785109263190878961582751978840024049592619727','0.03796238329436276395030314124885049469077042174405','0.05097582529714781199831990072407337952587931854297','0.06327404632957483553945368990704509572222284201269','0.074684149765659745887075796102848338638747161881041','0.0850458943134852392104477650799816965839203167767','0.0942138003559141484636648830673031985491657459142','0.1020591610944254232384140702534307923272088113542','0.10847184052857659065657942672799758228943820342131','0.113361816546319666549440718442598145245950362925','0.1166604434852965820446625075403622136319648812219','0.11832141527926227651637108570046868464989027082891','0.1183214152792622765163710857004686846498902708289','0.11666044348529658204466250754036221363196488122192','0.113361816546319666549440718442598145245950362925','0.1084718405285765906565794267279975822894382034213','0.10205916109442542323841407025343079232720881135424','0.09421380035591414846366488306730319854916574591421','0.085045894313485239210447765079981696583920316776678','0.07468414976565974588707579610284833863874716188104','0.06327404632957483553945368990704509572222284201269','0.050975825297147811998319900724073379525879318543','0.03796238329436276395030314124885049469077042174405','0.02441785109263190878961582751978840024049592619727','0.01055137261734300715565118768525197790434573717969',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'28','0.00912428259309451773881615392295170624034449109829','0.021132112592771259751500380993265434451369350723286','0.0329014277823043799776308191705320459815308174201','0.04427293475900422783958787765320739061499411270857','0.05510734567571674543148291822694559121905796422567','0.0652729239669995957933975667755046363536354311626','0.07464621423456877902393188717302203802163586120633','0.083113417228901218390396498244332479861134413443851','0.09057174439303284094218603133678412982285748545448','0.09693065799792991585048900609544060176503312335646','0.10211296757806076981421663850571213504658000235792','0.10605576592284641791041643699681082878992296268516','0.10871119225829413525357151930367336787527845466604','0.11004701301647519628237626560181761395662552949123','0.1100470130164751962823762656018176139566255294912','0.10871119225829413525357151930367336787527845466604','0.10605576592284641791041643699681082878992296268516','0.1021129675780607698142166385057121350465800023579','0.0969306579979299158504890060954406017650331233565','0.09057174439303284094218603133678412982285748545448','0.0831134172289012183903964982443324798611344134439','0.07464621423456877902393188717302203802163586120633','0.06527292396699959579339756677550463635363543116261','0.05510734567571674543148291822694559121905796422567','0.0442729347590042278395878776532073906149941127086','0.0329014277823043799776308191705320459815308174201','0.02113211259277125975150038099326543445136935072329','0.0091242825930945177388161539229517062403444910983',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'30','0.00796819249616660561546588347467362245048069658715','0.01846646831109095914230213191204726909620653396818','0.02878470788332336934971917961129204363958889454629','0.0387991925696270495968019364463476920332009767664','0.04840267283059405290293814042280751781527180919737','0.05749315621761906648172168940205612879712067072176','0.06597422988218049512812851511596236123744295365666','0.07375597473770520626824385002219073415377052603705','0.08075589522942021535469493846052973087589280370844','0.08689978720108297980238753071512570257675332874355','0.09212252223778612871763270708761876719691323441823','0.09636873717464425963946862635180986509640646143016','0.0995934205867952670627802821035694765298692636667','0.1017623897484055045964289521685540446327062894871','0.1028526528935588403412856367054150438683755570649','0.10285265289355884034128563670541504386837555706493','0.10176238974840550459642895216855404463270628948713','0.0995934205867952670627802821035694765298692636667','0.09636873717464425963946862635180986509640646143016','0.09212252223778612871763270708761876719691323441823','0.0868997872010829798023875307151257025767533287435','0.08075589522942021535469493846052973087589280370844','0.07375597473770520626824385002219073415377052603705','0.0659742298821804951281285151159623612374429536567','0.0574931562176190664817216894020561287971206707218','0.0484026728305940529029381404228075178152718091974','0.0387991925696270495968019364463476920332009767664','0.02878470788332336934971917961129204363958889454629','0.0184664683110909591423021319120472690962065339682','0.0079681924961666056154658834746736224504806965872',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'32','0.00701861000947009660040706373885318251337722072894','0.01627439473090567060517056220638661817954296379521','0.0253920653092620594557525897892240292875540475469','0.03427386291302143310268773225237270699484020291163','0.04283589802222668065687864660612552849281085759894','0.05099805926237617619616324468952169526018477673976','0.058684093478535547145283637300170886750120467457547','0.0658222227763618468376500637069387728775364473732','0.07234579410884850622539935647848779160433698330182','0.07819389578707030647174091882830667103978679848216','0.08331192422694675522219907460434861153874688394283','0.0876520930044038111427714627518022875484497217018','0.09117387869576388471286857711163706254486141327539','0.09384439908080456563918023766811726003610007574624','0.09563872007927485941908200220413110059489050816201','0.0965400885147278005667648300635757947368606312356','0.09654008851472780056676483006357579473686063123557','0.095638720079274859419082002204131100594890508162','0.09384439908080456563918023766811726003610007574624','0.0911738786957638847128685771116370625448614132754','0.08765209300440381114277146275180228754844972170176','0.0833119242269467552221990746043486115387468839428','0.0781938957870703064717409188283066710397867984822','0.0723457941088485062253993564784877916043369833018','0.0658222227763618468376500637069387728775364473732','0.05868409347853554714528363730017088675012046745755','0.05099805926237617619616324468952169526018477673976','0.04283589802222668065687864660612552849281085759894','0.0342738629130214331026877322523727069948402029116','0.0253920653092620594557525897892240292875540475469','0.01627439473090567060517056220638661817954296379521','0.0070186100094700966004070637388531825133772207289',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'34','0.0062291405559086847186064610714377861245273284298048','0.01445016274859503541520221032874699068754043358466','0.02256372198549497008409408871495426124903458838819','0.03049138063844613180944238768131759103062684538958','0.03816659379638751632176592028997655882394700612667','0.04552561152335327245382256339527060299823841899632','0.05250741457267810616824597484246759965871968094697','0.0590541358275244931939609723505261908284861823465','0.06511152155407641137854443006489377358363724607281','0.07062937581425572499903879656768535500116272049091','0.07556197466003193127083397422843572405881926948134','0.07986844433977184473881883280643799355055587197219','0.0835130996998456551870202280461493905807155938575','0.08646573974703574978424685628074758031407069090182','0.0887018978356938692870764573648807127442830067038','0.09020304437064072957394224201749392884102950005063','0.09095674033025987361533760394857795992460561626026','0.0909567403302598736153376039485779599246056162603','0.09020304437064072957394224201749392884102950005063','0.0887018978356938692870764573648807127442830067038','0.0864657397470357497842468562807475803140706909018','0.08351309969984565518702022804614939058071559385755','0.07986844433977184473881883280643799355055587197219','0.07556197466003193127083397422843572405881926948134','0.0706293758142557249990387965676853550011627204909','0.0651115215540764113785444300648937735836372460728','0.0590541358275244931939609723505261908284861823465','0.05250741457267810616824597484246759965871968094697','0.0455256115233532724538225633952706029982384189963','0.03816659379638751632176592028997655882394700612667','0.0304913806384461318094423876813175910306268453896','0.02256372198549497008409408871495426124903458838819','0.014450162748595035415202210328746990687540433584656','0.0062291405559086847186064610714377861245273284298',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'36','0.005565719664245045361255984390547837417224591894179','0.01291594728406557440450341149779164919196121285148','0.02018151529773547153209892895822112741958651024086','0.02729862149856877909441718086798335799045682814205','0.03421381077030722992124506156271455407009691132678','0.04087575092364489547411454514326319154793706111908','0.04723508349026597841661682961667483207315178743437','0.05324471397775991909202562828621964968892961105894','0.058860144245324817309675399818920035942754095782559','0.06403979735501548955638479862585633974602147055084','0.068745323835736442613689639363613208341730764642138','0.07294188500565306135387337694127421828694695261699','0.07659841064587067452875773372150164172792755683199','0.07968782891207160190872466550186390732753415751473','0.0821872667043397095172234735449423028649630729346','0.08407821897966193493345762429159582120393591395761','0.08534668573933862749185054307648977099878658549729','0.0859832756703947474900851747905265541600549156035','0.0859832756703947474900851747905265541600549156035','0.08534668573933862749185054307648977099878658549729','0.08407821897966193493345762429159582120393591395761','0.0821872667043397095172234735449423028649630729346','0.07968782891207160190872466550186390732753415751473','0.07659841064587067452875773372150164172792755683199','0.07294188500565306135387337694127421828694695261699','0.0687453238357364426136896393636132083417307646421','0.06403979735501548955638479862585633974602147055084','0.05886014424532481730967539981892003594275409578256','0.0532447139777599190920256282862196496889296110589','0.0472350834902659784166168296166748320731517874344','0.040875750923644895474114545143263191547937061119078','0.0342138107703072299212450615627145540700969113268','0.02729862149856877909441718086798335799045682814205','0.02018151529773547153209892895822112741958651024086','0.01291594728406557440450341149779164919196121285148','0.00556571966424504536125598439054783741722459189418',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'38','0.00500288074963934567589954209189937046383927186262','0.01161344471646867417766830120043742735723674786011','0.0181565777096132368988761257547822022629123390398','0.0245797397382323758952012054467062874459591622272','0.0308395005451750546587310863133086889204118954972','0.03689408159402473816494016233681495034735611724058','0.042703158504674434235878434358807708678417484568152','0.04822806186075868337435217991142022418936100278528','0.05343201991033231997375699063124875607691531033876','0.0582803991469972060223058682581400559151277021586','0.0627409333921330540529696715251370643209038889969','0.066783937979140411935046151529019259955952156035279','0.0703825070668989547392829675936588408392617017625','0.0735126925847434571452064448483364785766371950924','0.07615366354844639606599354110447252799634521883255','0.078287844658210948075375403335736262564903744857842','0.0799010332435278215860276839251856965503012395897','0.0809824937705971006232694699490581419365151697841','0.0815250292803857866992187698858300556016426514705','0.0815250292803857866992187698858300556016426514705','0.08098249377059710062326946994905814193651516978409','0.07990103324352782158602768392518569655030123958968','0.0782878446582109480753754033357362625649037448578','0.0761536635484463960659935411044725279963452188326','0.07351269258474345714520644484833647857663719509243','0.07038250706689895473928296759365884083926170176246','0.0667839379791404119350461515290192599559521560353','0.0627409333921330540529696715251370643209038889969','0.05828039914699720602230586825814005591512770215856','0.0534320199103323199737569906312487560769153103388','0.0482280618607586833743521799114202241893610027853','0.04270315850467443423587843435880770867841748456815','0.0368940815940247381649401623368149503473561172406','0.0308395005451750546587310863133086889204118954972','0.0245797397382323758952012054467062874459591622272','0.0181565777096132368988761257547822022629123390398','0.0116134447164686741776683012004374273572367478601','0.00500288074963934567589954209189937046383927186262',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'40','0.00452127709853319125847173287818533272783111019971','0.0104982845311528136147421710672796523767926213158','0.01642105838190788871286348488236392729234229334696','0.02224584919416695726150432418420857320703319667935','0.02793700698002340109848915750772107730255086205077','0.033460195282547847392678183086410848977241786653764','0.03878216797447201763997203129044616225345921123203','0.04387090818567327199167468604171549581100683717024','0.04869580763507223206143416044814638806784302737712','0.05322784698393682435499647977226050455532117182201','0.05743976909939155136661773091042598560010483585445','0.06130624249292893916653799640839859590259376351117','0.06480401345660103807455452956675273003269296420849','0.06791204581523390382569010823192398598419723837929','0.0706116473912867796954836308552868323595591039956','0.0728865823958040590605106834425178358575590809858','0.07472316905796826420018933626132467319120293442036','0.07611036190062624237155807592249482301255955384507','0.07703981816424796558830753428381024852443975416394','0.07750594797842481126372396295832632696366865278811','0.07750594797842481126372396295832632696366865278811','0.07703981816424796558830753428381024852443975416394','0.07611036190062624237155807592249482301255955384507','0.07472316905796826420018933626132467319120293442036','0.0728865823958040590605106834425178358575590809858','0.07061164739128677969548363085528683235955910399559','0.06791204581523390382569010823192398598419723837929','0.06480401345660103807455452956675273003269296420849','0.06130624249292893916653799640839859590259376351117','0.0574397690993915513666177309104259856001048358545','0.053227846983936824354996479772260504555321171822','0.0486958076350722320614341604481463880678430273771','0.0438709081856732719916746860417154958110068371702','0.03878216797447201763997203129044616225345921123203','0.03346019528254784739267818308641084897724178665376','0.0279370069800234010984891575077210773025508620508','0.0222458491941669572615043241842085732070331966794','0.016421058381907888712863484882363927292342293346958','0.0104982845311528136147421710672796523767926213158','0.00452127709853319125847173287818533272783111019971',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'42','0.0041059986046490846106027794968359626570167733748','0.00953622030174850241182010029269799818868479873501','0.01492244369735749414467767810586576762009274749011','0.02022786956905264475705571907935418508267142655242','0.02542295952611304788674244290943086438613541037398','0.0304792406996034683629047335233923977917696542444','0.03536907109759211083266218112650754190574852178064','0.040065735180692261760596124830036934553733701865746','0.04454357777196587787431636598523424131859546603713','0.0487781407928032450274493631284027239211176969342','0.05274629569917407034394253904409747703156598782719','0.05642636935801838164642685513969568939887315857629','0.05979826222758665431283154575353485150985341869594','0.06284355804500257640931825132377988915279704392189','0.0655456243649089789270051078517944256097822940858','0.0678897033765219448553634022137663072661347346586','0.06986299249259415976615478638148220444392731304743','0.0714547142651709829218104441174621550225898638775','0.072656175243804104887905761492533031276783683968427','0.07346081345346752826402825705430393873365578345041','0.07386423423217287999638556114979141312847052050207','0.07386423423217287999638556114979141312847052050207','0.07346081345346752826402825705430393873365578345041','0.0726561752438041048879057614925330312767836839684','0.0714547142651709829218104441174621550225898638775','0.06986299249259415976615478638148220444392731304743','0.06788970337652194485536340221376630726613473465859','0.0655456243649089789270051078517944256097822940858','0.0628435580450025764093182513237798891527970439219','0.0597982622275866543128315457535348515098534186959','0.05642636935801838164642685513969568939887315857629','0.05274629569917407034394253904409747703156598782719','0.04877814079280324502744936312840272392111769693423','0.044543577771965877874316365985234241318595466037128','0.0400657351806922617605961248300369345537337018657','0.03536907109759211083266218112650754190574852178064','0.0304792406996034683629047335233923977917696542444','0.025422959526113047886742442909430864386135410374','0.02022786956905264475705571907935418508267142655242','0.0149224436973574941446776781058657676200927474901','0.00953622030174850241182010029269799818868479873501','0.0041059986046490846106027794968359626570167733748',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'44','0.00374540480311277751517377883176153847769791634328','0.0087004813675248441225656234243131402084684211583619','0.01361958675557998552020506639006137887326671975487','0.0184714817368147491720422237433998441155207383139','0.02323148190201921062895826293873141748822190203566','0.02787578282128101008111429177938706432205883989299','0.032381222812069820880846939540111601146948051780029','0.03672534781380887364290929234870179971070878799975','0.0408865123103462189084471692830684868540792890267','0.04484398408197003144624318640305110718096302165573','0.04857804644835203752763943669129273761505139910682','0.05207009609170446188123180299319875105626417474112','0.05530273556372805254874663264315299147153484641762','0.05825985987759549533421068984427716800475616910335','0.0609267367015619680385578368743741006725724894817','0.06329007973320385495013887101971493063802428824409','0.06533811487918143498424089484562218949601080112968','0.06706063890629365239570491935171935078071301307276','0.0684490702693666609854586607043498724451555436359','0.06949649186157257803708409092501125678209347538117','0.0701976854735582125871420419443993876688266862156','0.07054915778935406881133828748029988499106342550892','0.07054915778935406881133828748029988499106342550892','0.07019768547355821258714204194439938766882668621563','0.0694964918615725780370840909250112567820934753812','0.0684490702693666609854586607043498724451555436359','0.0670606389062936523957049193517193507807130130728','0.0653381148791814349842408948456221894960108011297','0.06329007973320385495013887101971493063802428824409','0.0609267367015619680385578368743741006725724894817','0.05825985987759549533421068984427716800475616910335','0.0553027355637280525487466326431529914715348464176','0.05207009609170446188123180299319875105626417474112','0.0485780464483520375276394366912927376150513991068','0.0448439840819700314462431864030511071809630216557','0.0408865123103462189084471692830684868540792890267','0.03672534781380887364290929234870179971070878799975','0.03238122281206982088084693954011160114694805178003','0.02787578282128101008111429177938706432205883989299','0.02323148190201921062895826293873141748822190203566','0.0184714817368147491720422237433998441155207383139','0.01361958675557998552020506639006137887326671975487','0.0087004813675248441225656234243131402084684211584','0.00374540480311277751517377883176153847769791634328',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
